text,sentiment
"Fantastic, I'm so happy with this 271",Positive
"Terrible product, waste of money 271",Negative
"Very disappointed, not worth it 271",Negative
"Bad experience, would not recommend 271",Negative
"Poor quality, very unhappy 271",Negative
"Worst purchase ever, regret buying 271",Negative
I love this product! It's amazing! 272,Positive
"Great experience, highly recommended 272",Positive
"Wonderful service, very satisfied 272",Positive
"Excellent quality, best purchase ever 272",Positive
"Fantastic, I'm so happy with this 272",Positive
"Terrible product, waste of money 272",Negative
"Very disappointed, not worth it 272",Negative
"Bad experience, would not recommend 272",Negative
"Poor quality, very unhappy 272",Negative
"Worst purchase ever, regret buying 272",Negative
I love this product! It's amazing! 273,Positive
"Great experience, highly recommended 273",Positive
"Wonderful service, very satisfied 273",Positive
"Excellent quality, best purchase ever 273",Positive
"Fantastic, I'm so happy with this 273",Positive
"Terrible product, waste of money 273",Negative
"Very disappointed, not worth it 273",Negative
"Bad experience, would not recommend 273",Negative
"Poor quality, very unhappy 273",Negative
"Worst purchase ever, regret buying 273",Negative
I love this product! It's amazing! 274,Positive
"Great experience, highly recommended 274",Positive
"Wonderful service, very satisfied 274",Positive
"Excellent quality, best purchase ever 274",Positive
"Fantastic, I'm so happy with this 274",Positive
"Terrible product, waste of money 274",Negative
"Very disappointed, not worth it 274",Negative
"Bad experience, would not recommend 274",Negative
"Poor quality, very unhappy 274",Negative
"Worst purchase ever, regret buying 274",Negative
I love this product! It's amazing! 275,Positive
"Great experience, highly recommended 275",Positive
"Wonderful service, very satisfied 275",Positive
"Excellent quality, best purchase ever 275",Positive
"Fantastic, I'm so happy with this 275",Positive
"Terrible product, waste of money 275",Negative
"Very disappointed, not worth it 275",Negative
"Bad experience, would not recommend 275",Negative
"Poor quality, very unhappy 275",Negative
"Worst purchase ever, regret buying 275",Negative
I love this product! It's amazing! 276,Positive
"Great experience, highly recommended 276",Positive
"Wonderful service, very satisfied 276",Positive
"Excellent quality, best purchase ever 276",Positive
"Fantastic, I'm so happy with this 276",Positive
"Terrible product, waste of money 276",Negative
"Very disappointed, not worth it 276",Negative
"Bad experience, would not recommend 276",Negative
"Poor quality, very unhappy 276",Negative
"Worst purchase ever, regret buying 276",Negative
I love this product! It's amazing! 277,Positive
"Great experience, highly recommended 277",Positive
"Wonderful service, very satisfied 277",Positive
"Excellent quality, best purchase ever 277",Positive
"Fantastic, I'm so happy with this 277",Positive
"Terrible product, waste of money 277",Negative
"Very disappointed, not worth it 277",Negative
"Bad experience, would not recommend 277",Negative
"Poor quality, very unhappy 277",Negative
"Worst purchase ever, regret buying 277",Negative
I love this product! It's amazing! 278,Positive
"Great experience, highly recommended 278",Positive
"Wonderful service, very satisfied 278",Positive
"Excellent quality, best purchase ever 278",Positive
"Fantastic, I'm so happy with this 278",Positive
"Terrible product, waste of money 278",Negative
"Very disappointed, not worth it 278",Negative
"Bad experience, would not recommend 278",Negative
"Poor quality, very unhappy 278",Negative
"Worst purchase ever, regret buying 278",Negative
I love this product! It's amazing! 279,Positive
"Great experience, highly recommended 279",Positive
"Wonderful service, very satisfied 279",Positive
"Excellent quality, best purchase ever 279",Positive
"Fantastic, I'm so happy with this 279",Positive
"Terrible product, waste of money 279",Negative
"Very disappointed, not worth it 279",Negative
"Bad experience, would not recommend 279",Negative
"Poor quality, very unhappy 279",Negative
"Worst purchase ever, regret buying 279",Negative
I love this product! It's amazing! 280,Positive
"Great experience, highly recommended 280",Positive
"Wonderful service, very satisfied 280",Positive
"Excellent quality, best purchase ever 280",Positive
"Fantastic, I'm so happy with this 280",Positive
"Terrible product, waste of money 280",Negative
"Very disappointed, not worth it 280",Negative
"Bad experience, would not recommend 280",Negative
"Poor quality, very unhappy 280",Negative
"Worst purchase ever, regret buying 280",Negative
I love this product! It's amazing! 281,Positive
"Great experience, highly recommended 281",Positive
"Wonderful service, very satisfied 281",Positive
"Excellent quality, best purchase ever 281",Positive
"Fantastic, I'm so happy with this 281",Positive
"Terrible product, waste of money 281",Negative
"Very disappointed, not worth it 281",Negative
"Bad experience, would not recommend 281",Negative
"Poor quality, very unhappy 281",Negative
"Worst purchase ever, regret buying 281",Negative
I love this product! It's amazing! 282,Positive
"Great experience, highly recommended 282",Positive
"Wonderful service, very satisfied 282",Positive
"Excellent quality, best purchase ever 282",Positive
"Fantastic, I'm so happy with this 282",Positive
"Terrible product, waste of money 282",Negative
"Very disappointed, not worth it 282",Negative
"Bad experience, would not recommend 282",Negative
"Poor quality, very unhappy 282",Negative
"Worst purchase ever, regret buying 282",Negative
I love this product! It's amazing! 283,Positive
"Great experience, highly recommended 283",Positive
"Wonderful service, very satisfied 283",Positive
"Excellent quality, best purchase ever 283",Positive
"Fantastic, I'm so happy with this 283",Positive
"Terrible product, waste of money 283",Negative
"Very disappointed, not worth it 283",Negative
"Bad experience, would not recommend 283",Negative
"Poor quality, very unhappy 283",Negative
"Worst purchase ever, regret buying 283",Negative
I love this product! It's amazing! 284,Positive
"Great experience, highly recommended 284",Positive
"Wonderful service, very satisfied 284",Positive
"Excellent quality, best purchase ever 284",Positive
"Fantastic, I'm so happy with this 284",Positive
"Terrible product, waste of money 284",Negative
"Very disappointed, not worth it 284",Negative
"Bad experience, would not recommend 284",Negative
"Poor quality, very unhappy 284",Negative
"Worst purchase ever, regret buying 284",Negative
I love this product! It's amazing! 285,Positive
"Great experience, highly recommended 285",Positive
"Wonderful service, very satisfied 285",Positive
"Excellent quality, best purchase ever 285",Positive
"Fantastic, I'm so happy with this 285",Positive
"Terrible product, waste of money 285",Negative
"Very disappointed, not worth it 285",Negative
"Bad experience, would not recommend 285",Negative
"Poor quality, very unhappy 285",Negative
"Worst purchase ever, regret buying 285",Negative
I love this product! It's amazing! 286,Positive
"Great experience, highly recommended 286",Positive
"Wonderful service, very satisfied 286",Positive
"Excellent quality, best purchase ever 286",Positive
"Fantastic, I'm so happy with this 286",Positive
"Terrible product, waste of money 286",Negative
"Very disappointed, not worth it 286",Negative
"Bad experience, would not recommend 286",Negative
"Poor quality, very unhappy 286",Negative
"Worst purchase ever, regret buying 286",Negative
I love this product! It's amazing! 287,Positive
"Great experience, highly recommended 287",Positive
"Wonderful service, very satisfied 287",Positive
"Excellent quality, best purchase ever 287",Positive
"Fantastic, I'm so happy with this 287",Positive
"Terrible product, waste of money 287",Negative
"Very disappointed, not worth it 287",Negative
"Bad experience, would not recommend 287",Negative
"Poor quality, very unhappy 287",Negative
"Worst purchase ever, regret buying 287",Negative
I love this product! It's amazing! 288,Positive
"Great experience, highly recommended 288",Positive
"Wonderful service, very satisfied 288",Positive
"Excellent quality, best purchase ever 288",Positive
"Fantastic, I'm so happy with this 288",Positive
"Terrible product, waste of money 288",Negative
"Very disappointed, not worth it 288",Negative
"Bad experience, would not recommend 288",Negative
"Poor quality, very unhappy 288",Negative
"Worst purchase ever, regret buying 288",Negative
I love this product! It's amazing! 289,Positive
"Great experience, highly recommended 289",Positive
"Wonderful service, very satisfied 289",Positive
"Excellent quality, best purchase ever 289",Positive
"Fantastic, I'm so happy with this 289",Positive
"Terrible product, waste of money 289",Negative
"Very disappointed, not worth it 289",Negative
"Bad experience, would not recommend 289",Negative
"Poor quality, very unhappy 289",Negative
